id,issue_type,latitude,longitude,ward,date,severity,status,resolution_days,rainfall_mm,traffic_density,population_density,affected_population,trust_score,priority_score,verification_count,economic_impact_inr
ISS-04020,road_damage,12.957345,77.73987,Whitefield,2024-06-04,medium,in_progress,,11.6,69.9,12000,183,72,74,12,8026
ISS-04021,water_leakage,12.940564,77.629324,Koramangala,2024-11-27,medium,in_progress,,32.9,100,18000,365,88,38,11,18106
ISS-04022,garbage,12.985545,77.761721,Whitefield,2024-04-19,medium,verified,,0,57.7,12000,80,55,42,7,2863
ISS-04023,garbage,13.117087,77.578218,Yelahanka,2024-02-02,medium,resolved,57,0,41.1,8000,193,54,81,26,6865
ISS-04024,water_leakage,13.020534,77.567712,Malleswaram,2023-11-04,high,reported,,0,100,22000,1351,66,78,29,16663
ISS-04025,road_damage,13.019155,77.585727,Hebbal,2024-10-17,low,reported,,0,61.0,11000,490,42,22,9,14103
ISS-04026,water_leakage,12.820527,77.675986,Electronic City,2024-07-23,medium,in_progress,,27.7,63.2,9000,365,57,62,17,7090
ISS-04027,pothole,12.897971,77.598706,BTM Layout,2024-06-23,high,verified,,62.6,90.5,17000,1179,48,77,21,24806
ISS-04028,construction_hazard,13.001482,77.576885,Malleswaram,2023-04-09,low,resolved,39,0,100,22000,670,62,27,28,39936
ISS-04029,water_leakage,12.892143,77.607998,Bannerghatta,2023-12-06,low,reported,,0,33.5,7000,60,93,56,2,718
ISS-04030,pothole,12.94605,77.623547,Koramangala,2025-02-12,high,verified,,0,94.3,18000,252,91,100,12,5860
ISS-04031,open_manhole,12.896506,77.599442,Bannerghatta,2024-08-07,high,reported,,0,25.5,7000,347,83,37,2,18600
ISS-04032,open_manhole,12.905402,77.582633,JP Nagar,2023-05-28,high,reported,,0,93.9,16000,183,63,37,9,6424
ISS-04033,garbage,13.091804,77.607431,Yelahanka,2024-05-30,high,reported,,0,55.8,8000,471,74,39,19,7955
ISS-04034,pothole,12.90471,77.590357,JP Nagar,2023-04-17,low,reported,,0,83.9,16000,229,69,77,2,6773
ISS-04035,pothole,12.929797,77.615921,Koramangala,2023-10-22,critical,reported,,0,88.7,18000,960,49,57,4,56293
ISS-04036,construction_hazard,12.98978,77.547138,Rajajinagar,2024-12-27,medium,in_progress,,0,100,19000,888,89,63,8,47005
ISS-04037,flooding,12.911079,77.65281,HSR Layout,2025-03-04,low,in_progress,,0,78.4,14000,454,73,57,9,19035
ISS-04038,open_manhole,13.092056,77.584413,Yelahanka,2024-02-23,high,verified,,0,30.0,8000,208,71,51,4,5600
ISS-04039,open_manhole,12.969233,77.702705,Marathahalli,2025-04-08,high,reported,,0,81.9,16000,429,55,99,23,19917
ISS-04040,water_leakage,12.843178,77.686726,Electronic City,2023-12-20,low,in_progress,,0,37.3,9000,164,62,99,11,7448
ISS-04041,water_leakage,12.965727,77.649585,Indiranagar,2025-02-24,high,reported,,0,80.9,15000,309,69,56,19,13317
ISS-04042,pothole,12.858685,77.686746,Electronic City,2024-08-18,critical,verified,,0,42.3,9000,774,71,42,1,16498
ISS-04043,pothole,13.089406,77.594238,Yelahanka,2024-04-29,medium,in_progress,,0,37.9,8000,135,41,88,22,2857
ISS-04044,streetlight,12.977451,77.568358,Rajajinagar,2024-03-12,medium,resolved,8,0,89.6,19000,229,89,43,13,3454
ISS-04045,pothole,12.997454,77.659237,Indiranagar,2024-03-21,high,verified,,0,94.4,15000,150,42,63,26,4601
ISS-04046,road_damage,12.89006,77.577954,Bannerghatta,2024-10-08,medium,resolved,19,44.5,37.8,7000,294,73,90,5,4241
ISS-04047,open_manhole,12.839513,77.671094,Electronic City,2023-10-12,medium,resolved,56,46.3,35.6,9000,252,93,29,2,3166
ISS-04048,flooding,12.924844,77.656381,HSR Layout,2025-05-29,low,verified,,0,72.5,14000,385,88,75,3,5720
ISS-04049,flooding,12.973866,77.749129,Whitefield,2025-02-17,high,in_progress,,0,73.0,12000,806,58,31,6,38115
ISS-04050,streetlight,12.977089,77.558692,Rajajinagar,2024-07-11,low,resolved,85,0,96.9,19000,818,68,90,24,8965
ISS-04051,flooding,13.005109,77.556693,Rajajinagar,2025-01-01,high,verified,,0,100,19000,642,58,61,9,18996
ISS-04052,water_leakage,13.09337,77.576371,Yelahanka,2024-03-31,medium,resolved,21,0,34.1,8000,135,82,87,23,3954
ISS-04053,construction_hazard,12.893225,77.639664,HSR Layout,2024-04-24,medium,verified,,0,68.3,14000,590,62,65,28,25309
ISS-04054,open_manhole,12.957155,77.548326,Vijayanagar,2023-03-28,high,in_progress,,0,81.1,18000,952,56,71,9,46486
ISS-04055,road_damage,12.990312,77.573135,Malleswaram,2023-02-02,critical,reported,,0,100,22000,2188,66,29,2,45264
ISS-04056,pothole,12.924463,77.581,JP Nagar,2023-09-22,medium,reported,,23.5,80.1,16000,106,72,92,4,3044
ISS-04057,flooding,12.981074,77.555535,Rajajinagar,2023-06-08,medium,verified,,66.5,100,19000,821,68,94,7,21953
ISS-04058,open_manhole,13.028094,77.587529,Hebbal,2024-12-02,medium,in_progress,,0,66.2,11000,259,73,46,2,13127
ISS-04059,pothole,12.974272,77.549477,Vijayanagar,2024-06-30,critical,reported,,16.7,86.4,18000,1773,74,21,8,31829
ISS-04060,construction_hazard,12.90903,77.650237,HSR Layout,2024-12-02,medium,reported,,0,85.9,14000,528,52,72,6,12016
ISS-04061,flooding,12.968891,77.626428,Indiranagar,2023-12-25,medium,in_progress,,0,91.3,15000,326,56,45,9,16554
ISS-04062,pothole,12.848925,77.674389,Electronic City,2024-03-08,critical,verified,,0,58.8,9000,898,82,21,20,34624
ISS-04063,water_leakage,12.876753,77.610907,Bannerghatta,2024-03-16,medium,verified,,0,28.0,7000,88,76,24,7,5090
ISS-04064,garbage,12.967002,77.633232,Indiranagar,2023-06-14,medium,resolved,23,35.9,70.6,15000,653,55,72,16,7326
ISS-04065,road_damage,12.939805,77.575482,Jayanagar,2024-12-07,medium,reported,,0,95.4,20000,859,46,20,27,27602
ISS-04066,road_damage,13.001696,77.585748,Malleswaram,2023-10-07,critical,reported,,0,100,22000,897,65,54,10,15605
ISS-04067,streetlight,12.939984,77.619031,Koramangala,2024-06-03,high,verified,,37.9,100,18000,533,73,72,17,20177
ISS-04068,water_leakage,13.006555,77.572588,Rajajinagar,2024-01-10,low,resolved,96,0,96.8,19000,604,72,36,19,31456
ISS-04069,streetlight,12.930506,77.609403,BTM Layout,2023-09-25,low,verified,,0,95.4,17000,98,64,26,1,1233
ISS-04070,flooding,12.959795,77.525295,Vijayanagar,2024-07-18,low,resolved,59,0,97.5,18000,179,90,83,28,4878
ISS-04071,garbage,13.045805,77.594269,Hebbal,2023-08-10,medium,reported,,17.9,45.1,11000,244,92,28,22,5079
ISS-04072,water_leakage,12.982777,77.733727,Whitefield,2024-09-11,low,resolved,89,0,56.4,12000,372,64,36,0,15608
ISS-04073,flooding,12.948583,77.578718,Jayanagar,2025-02-14,low,in_progress,,0,91.2,20000,816,63,20,6,39418
ISS-04074,water_leakage,12.972188,77.549167,Vijayanagar,2024-12-03,low,resolved,54,0,100,18000,380,47,79,19,13448
ISS-04075,streetlight,13.016039,77.597997,Hebbal,2023-01-21,low,verified,,0,71.4,11000,184,41,71,20,10243
ISS-04076,flooding,12.956515,77.530985,Vijayanagar,2023-07-17,medium,in_progress,,18.8,100,18000,549,80,41,6,8673
ISS-04077,streetlight,12.894742,77.581786,Bannerghatta,2025-05-12,low,reported,,0,47.1,7000,272,77,62,16,11205
ISS-04078,construction_hazard,12.963062,77.734615,Whitefield,2024-11-27,medium,verified,,0,56.1,12000,337,87,42,2,9889
ISS-04079,streetlight,12.907749,77.56615,JP Nagar,2024-07-19,low,resolved,34,66.7,80.5,16000,750,78,81,14,10600
ISS-04080,construction_hazard,12.938509,77.591337,Jayanagar,2023-01-25,medium,in_progress,,0,100,20000,834,93,36,29,29015
ISS-04081,road_damage,12.897828,77.593621,BTM Layout,2025-02-11,medium,reported,,0,85.4,17000,428,73,95,15,10799
ISS-04082,flooding,12.914009,77.591511,BTM Layout,2024-03-20,medium,resolved,14,0,82.5,17000,378,81,57,6,17065
ISS-04083,streetlight,12.93002,77.582818,Jayanagar,2023-01-19,medium,verified,,0,100,20000,733,74,44,7,33277
ISS-04084,streetlight,12.996719,77.563008,Rajajinagar,2025-05-04,low,reported,,0,91.4,19000,629,81,61,17,31532
ISS-04085,pothole,13.01794,77.588716,Malleswaram,2025-05-16,high,in_progress,,0,100,22000,420,75,26,20,22537
ISS-04086,open_manhole,12.891094,77.642599,HSR Layout,2025-04-30,medium,verified,,0,87.1,14000,621,61,100,30,25973
ISS-04087,open_manhole,12.853295,77.657349,Electronic City,2023-02-14,medium,reported,,0,57.6,9000,234,85,96,10,12654
ISS-04088,garbage,12.983983,77.749347,Whitefield,2024-03-26,high,in_progress,,0,59.4,12000,204,88,98,11,8931
ISS-04089,open_manhole,12.978179,77.700026,Marathahalli,2025-02-20,medium,verified,,0,97.1,16000,185,85,62,29,5466
ISS-04090,open_manhole,12.982602,77.54051,Vijayanagar,2024-05-23,high,in_progress,,0,84.3,18000,174,94,86,18,6028
ISS-04091,road_damage,12.968553,77.532858,Vijayanagar,2023-12-02,medium,verified,,0,100,18000,394,88,75,3,11396
ISS-04092,garbage,12.965763,77.545186,Vijayanagar,2023-08-17,medium,resolved,55,0,80.1,18000,504,48,30,14,21324
ISS-04093,pothole,12.977651,77.701529,Marathahalli,2024-06-21,low,in_progress,,47.8,77.3,16000,255,47,53,10,8641
ISS-04094,streetlight,12.966753,77.637302,Indiranagar,2023-12-14,high,reported,,0,72.1,15000,205,85,39,26,8283
ISS-04095,construction_hazard,12.890934,77.607348,Bannerghatta,2024-11-04,medium,in_progress,,0,53.8,7000,87,88,52,6,1605
ISS-04096,road_damage,13.118256,77.579647,Yelahanka,2023-01-31,medium,verified,,0,31.7,8000,182,70,57,13,3334
ISS-04097,garbage,12.994514,77.655327,Indiranagar,2023-08-22,high,in_progress,,44.0,69.0,15000,591,93,62,2,17032
ISS-04098,pothole,13.052374,77.58279,Hebbal,2025-01-25,medium,resolved,36,0,59.3,11000,549,85,73,4,32750
ISS-04099,road_damage,13.10241,77.578953,Yelahanka,2025-04-11,low,reported,,0,56.0,8000,216,80,23,21,11815
ISS-04100,streetlight,13.037672,77.616819,Hebbal,2025-03-12,medium,verified,,0,60.1,11000,348,92,98,8,18480
ISS-04101,streetlight,13.0179,77.588479,Malleswaram,2024-05-06,critical,reported,,0,100,22000,1705,66,33,11,94105
ISS-04102,construction_hazard,12.850795,77.669369,Electronic City,2023-01-30,high,reported,,0,54.8,9000,529,62,67,15,26371
ISS-04103,streetlight,12.986284,77.548496,Vijayanagar,2024-05-06,high,reported,,0,100,18000,1012,50,39,27,44779
ISS-04104,garbage,12.925496,77.628454,BTM Layout,2023-04-29,low,resolved,108,0,97.8,17000,244,51,78,16,8318
ISS-04105,road_damage,13.02921,77.615194,Hebbal,2025-04-02,critical,in_progress,,0,54.0,11000,457,61,47,13,22985
ISS-04106,road_damage,12.974975,77.687279,Marathahalli,2023-01-14,high,verified,,0,85.5,16000,610,73,28,25,13058
ISS-04107,garbage,12.987047,77.533814,Vijayanagar,2024-11-20,low,in_progress,,0,100,18000,555,66,58,4,17151
ISS-04108,flooding,12.91427,77.621642,BTM Layout,2024-03-06,low,in_progress,,0,86.9,17000,472,85,71,26,12532
ISS-04109,road_damage,12.928648,77.620399,Koramangala,2023-06-19,medium,reported,,21.5,90.2,18000,645,87,84,29,18369
ISS-04110,garbage,12.907079,77.603542,BTM Layout,2023-01-11,critical,in_progress,,0,98.0,17000,258,40,90,2,5693
ISS-04111,streetlight,13.021436,77.584731,Hebbal,2023-03-14,medium,resolved,20,0,67.8,11000,387,68,56,20,7859
ISS-04112,garbage,12.838845,77.670535,Electronic City,2024-09-20,high,reported,,66.9,46.1,9000,438,87,99,29,16653
ISS-04113,water_leakage,12.970284,77.696688,Marathahalli,2023-01-10,low,verified,,0,97.2,16000,245,57,25,26,3016
ISS-04114,streetlight,12.824177,77.672795,Electronic City,2024-07-03,low,resolved,78,74.7,58.1,9000,334,53,56,25,11633
ISS-04115,streetlight,12.986206,77.761265,Whitefield,2023-06-17,high,in_progress,,67.0,56.9,12000,885,67,82,6,25001
ISS-04116,road_damage,12.820062,77.662604,Electronic City,2024-03-09,medium,verified,,0,39.4,9000,329,88,49,26,9679
ISS-04117,open_manhole,12.903075,77.589921,JP Nagar,2023-06-30,low,in_progress,,27.2,90.6,16000,487,47,99,18,25192
ISS-04118,flooding,12.947242,77.57057,Jayanagar,2023-03-17,critical,resolved,6,0,100,20000,723,64,97,15,32233
ISS-04119,garbage,12.888404,77.652296,HSR Layout,2024-12-03,critical,resolved,7,0,68.6,14000,300,67,99,29,11006
ISS-04120,construction_hazard,12.963398,77.653385,Indiranagar,2024-06-06,low,in_progress,,0,92.7,15000,298,80,82,19,3581
ISS-04121,streetlight,13.080942,77.606558,Yelahanka,2023-03-27,high,resolved,14,0,38.9,8000,147,75,98,10,6668
ISS-04122,construction_hazard,13.020462,77.583861,Malleswaram,2023-05-20,medium,in_progress,,0,100,22000,185,62,36,15,11025
ISS-04123,streetlight,13.016198,77.586461,Hebbal,2024-06-30,medium,in_progress,,0,48.1,11000,290,89,26,3,13719
ISS-04124,water_leakage,12.927893,77.592548,Jayanagar,2025-03-09,medium,verified,,0,100,20000,634,49,55,4,8539
ISS-04125,pothole,12.983175,77.735762,Whitefield,2023-03-31,medium,verified,,0,50.2,12000,538,73,92,23,17927
ISS-04126,open_manhole,12.888135,77.584642,JP Nagar,2023-06-02,high,verified,,56.9,73.7,16000,1133,54,64,11,23617
ISS-04127,pothole,12.840837,77.696279,Electronic City,2023-12-28,medium,verified,,0,39.1,9000,308,82,29,4,13805
ISS-04128,streetlight,12.881304,77.602804,Bannerghatta,2024-12-12,medium,verified,,0,25.3,7000,183,76,30,8,9516
ISS-04129,garbage,12.989942,77.637279,Indiranagar,2023-07-23,low,reported,,55.3,87.4,15000,122,49,94,23,2276
ISS-04130,road_damage,12.973563,77.521982,Vijayanagar,2024-04-30,high,reported,,0,87.0,18000,386,63,73,20,22914
ISS-04131,water_leakage,12.976503,77.700439,Marathahalli,2024-09-12,critical,reported,,0,99.8,16000,176,63,36,13,4462
ISS-04132,open_manhole,13.094407,77.594267,Yelahanka,2023-09-25,high,in_progress,,0,33.6,8000,304,88,44,22,15039
ISS-04133,open_manhole,12.954546,77.54247,Vijayanagar,2023-12-16,medium,verified,,0,100,18000,579,67,28,5,33076
ISS-04134,construction_hazard,12.994712,77.633209,Indiranagar,2024-04-10,medium,reported,,0,83.8,15000,407,50,33,21,6394
ISS-04135,garbage,12.902577,77.600927,JP Nagar,2024-05-08,medium,verified,,0,79.4,16000,298,67,34,20,4878
ISS-04136,garbage,12.859882,77.674954,Electronic City,2025-04-02,critical,reported,,0,42.1,9000,699,45,60,12,11831
ISS-04137,streetlight,12.987979,77.583811,Malleswaram,2024-03-06,high,verified,,0,100,22000,1325,70,44,21,26396
ISS-04138,road_damage,12.858902,77.683694,Electronic City,2025-02-22,medium,verified,,0,52.6,9000,307,75,76,27,12976
ISS-04139,road_damage,12.921104,77.604971,BTM Layout,2024-10-16,high,verified,,31.3,93.7,17000,283,70,21,27,14177
ISS-04140,construction_hazard,12.955925,77.531173,Vijayanagar,2023-01-14,high,reported,,0,87.3,18000,381,80,49,20,9410
ISS-04141,flooding,12.920494,77.579241,Jayanagar,2023-03-23,high,resolved,15,0,100,20000,602,43,56,23,28933
ISS-04142,streetlight,13.083352,77.614161,Yelahanka,2023-01-28,medium,verified,,0,49.0,8000,104,93,61,4,1157
ISS-04143,flooding,12.889297,77.614495,Bannerghatta,2024-07-27,medium,in_progress,,0,47.3,7000,151,77,73,20,5763
ISS-04144,flooding,13.024787,77.608038,Hebbal,2025-02-03,medium,verified,,0,73.0,11000,139,54,45,15,4515
ISS-04145,flooding,12.903358,77.601628,Bannerghatta,2025-03-02,low,verified,,0,49.5,7000,281,75,42,24,9572
ISS-04146,streetlight,12.844257,77.666815,Electronic City,2023-09-21,medium,resolved,43,0,48.5,9000,419,73,64,29,24893
ISS-04147,flooding,12.870586,77.608667,Bannerghatta,2024-08-21,critical,verified,,0,53.4,7000,337,44,85,26,9623
ISS-04148,pothole,12.905918,77.593142,JP Nagar,2025-02-01,medium,reported,,0,96.2,16000,195,59,20,3,11613
ISS-04149,flooding,13.093536,77.615505,Yelahanka,2024-09-22,medium,in_progress,,34.7,34.4,8000,104,73,59,24,5021
ISS-04150,construction_hazard,12.988137,77.74656,Whitefield,2025-02-20,medium,resolved,14,0,58.6,12000,142,43,74,27,7890
ISS-04151,open_manhole,12.823661,77.694697,Electronic City,2023-05-09,low,reported,,0,35.4,9000,161,78,99,0,9205
ISS-04152,open_manhole,12.973431,77.712179,Marathahalli,2024-12-02,medium,reported,,0,86.4,16000,346,66,92,7,3580
ISS-04153,road_damage,12.891956,77.658445,HSR Layout,2024-06-23,high,in_progress,,0,85.8,14000,310,54,49,25,11114
ISS-04154,water_leakage,12.97664,77.526156,Vijayanagar,2025-01-10,critical,in_progress,,0,100,18000,1063,91,52,5,43711
ISS-04155,streetlight,13.08255,77.610867,Yelahanka,2025-05-13,medium,resolved,21,0,49.5,8000,335,42,92,12,19146
ISS-04156,garbage,13.015669,77.579308,Malleswaram,2023-05-03,low,in_progress,,0,100,22000,603,42,86,14,26735
ISS-04157,flooding,12.979007,77.709614,Marathahalli,2025-05-02,high,reported,,0,72.5,16000,599,45,80,28,34973
ISS-04158,flooding,12.848644,77.661246,Electronic City,2024-11-19,medium,in_progress,,78.0,44.8,9000,124,82,68,21,2607
ISS-04159,open_manhole,12.888753,77.593257,JP Nagar,2023-03-24,low,reported,,0,98.9,16000,167,60,63,26,8211
ISS-04160,water_leakage,12.935108,77.603422,Jayanagar,2023-10-22,low,reported,,12.8,100,20000,871,68,29,14,50490
ISS-04161,pothole,13.113687,77.613119,Yelahanka,2024-01-26,high,reported,,0,55.9,8000,395,44,79,27,11574
ISS-04162,garbage,12.950909,77.738844,Whitefield,2025-01-27,medium,verified,,0,64.0,12000,121,64,85,21,3011
ISS-04163,road_damage,12.969472,77.629297,Indiranagar,2024-11-19,medium,in_progress,,22.6,65.3,15000,604,48,76,19,34024
ISS-04164,open_manhole,12.921338,77.575095,Jayanagar,2023-12-16,medium,reported,,0,100,20000,915,87,51,8,9220
ISS-04165,water_leakage,13.106966,77.599934,Yelahanka,2023-07-18,high,in_progress,,0,49.6,8000,94,78,28,6,3345
ISS-04166,streetlight,12.898275,77.616545,BTM Layout,2025-04-27,medium,resolved,60,0,76.7,17000,500,88,33,25,13015
ISS-04167,streetlight,13.018585,77.581109,Hebbal,2024-05-04,medium,in_progress,,0,64.2,11000,484,57,49,17,27298
ISS-04168,streetlight,12.982406,77.520451,Vijayanagar,2024-02-26,low,verified,,0,86.4,18000,744,51,49,15,41990
ISS-04169,road_damage,12.943367,77.587026,Jayanagar,2024-11-12,critical,verified,,20.6,92.1,20000,1584,64,96,4,56769
ISS-04170,road_damage,12.916206,77.637682,Koramangala,2024-12-30,medium,reported,,0,91.5,18000,727,69,78,25,37351
ISS-04171,road_damage,12.990836,77.57895,Malleswaram,2023-04-18,critical,in_progress,,0,100,22000,1336,78,69,13,63973
ISS-04172,open_manhole,12.933028,77.591427,Jayanagar,2024-07-01,high,reported,,0,100,20000,939,51,84,20,46622
ISS-04173,streetlight,12.993391,77.558824,Rajajinagar,2023-09-06,low,resolved,16,63.7,90.1,19000,800,44,23,2,37805
ISS-04174,road_damage,12.839567,77.686216,Electronic City,2023-06-12,medium,reported,,26.3,59.8,9000,440,95,70,30,6626
ISS-04175,open_manhole,12.95162,77.610637,Koramangala,2023-10-03,high,in_progress,,0,88.8,18000,944,53,83,24,17278
ISS-04176,garbage,12.901263,77.599942,Bannerghatta,2023-11-30,low,in_progress,,35.9,35.5,7000,177,77,95,3,2409
ISS-04177,garbage,12.981932,77.536759,Vijayanagar,2024-03-11,medium,reported,,0,98.9,18000,730,47,54,24,16093
ISS-04178,flooding,13.00239,77.54883,Rajajinagar,2023-10-07,high,resolved,8,13.6,100,19000,583,49,55,30,23962
ISS-04179,construction_hazard,12.936838,77.596897,Jayanagar,2023-07-16,critical,resolved,1,13.2,100.0,20000,1926,58,26,2,28305
ISS-04180,construction_hazard,12.982616,77.52084,Vijayanagar,2023-01-09,medium,verified,,0,86.2,18000,475,50,78,4,22152
ISS-04181,garbage,12.893933,77.601098,Bannerghatta,2023-02-16,medium,resolved,53,0,40.6,7000,228,49,38,18,2988
ISS-04182,road_damage,13.042893,77.594946,Hebbal,2023-12-18,low,reported,,0,62.7,11000,191,83,48,8,3139
ISS-04183,flooding,12.949501,77.567883,Jayanagar,2024-12-31,medium,in_progress,,0,100,20000,526,50,85,8,14263
ISS-04184,pothole,12.941262,77.572193,Jayanagar,2023-12-12,medium,resolved,42,0,99.7,20000,851,88,50,20,47750
ISS-04185,construction_hazard,12.927108,77.609668,BTM Layout,2025-04-18,high,in_progress,,0,77.9,17000,807,78,28,23,11638
ISS-04186,water_leakage,12.957168,77.520534,Vijayanagar,2025-04-10,medium,reported,,0,100,18000,888,58,98,18,31412
ISS-04187,flooding,12.894378,77.654209,HSR Layout,2023-10-29,high,resolved,9,0,70.6,14000,243,82,99,10,5163
ISS-04188,flooding,13.094943,77.593267,Yelahanka,2023-07-05,medium,verified,,29.4,46.3,8000,363,61,66,14,17472
ISS-04189,flooding,12.954714,77.539627,Vijayanagar,2024-12-29,low,in_progress,,0,94.9,18000,188,67,38,10,10938
ISS-04190,water_leakage,12.995507,77.558753,Rajajinagar,2023-07-21,high,verified,,49.1,100,19000,1012,55,61,8,14458
ISS-04191,water_leakage,12.993855,77.572476,Rajajinagar,2024-04-06,medium,in_progress,,0,90.6,19000,814,60,85,29,25676
ISS-04192,construction_hazard,12.92231,77.568557,JP Nagar,2024-11-28,medium,in_progress,,29.5,93.5,16000,266,64,76,23,2904
ISS-04193,construction_hazard,12.930811,77.576725,Jayanagar,2025-04-30,low,in_progress,,0,92.5,20000,192,94,58,3,10157
ISS-04194,open_manhole,12.968165,77.649151,Indiranagar,2024-11-01,critical,resolved,5,18.2,68.5,15000,794,67,37,7,39066
ISS-04195,pothole,12.957943,77.545808,Vijayanagar,2024-02-04,low,resolved,52,0,98.2,18000,581,55,96,23,28431
ISS-04196,pothole,12.985862,77.516134,Vijayanagar,2025-04-15,medium,reported,,0,94.8,18000,568,61,38,2,25704
ISS-04197,open_manhole,12.979427,77.65698,Indiranagar,2023-12-02,high,in_progress,,0,82.5,15000,440,85,100,12,18963
ISS-04198,flooding,13.021427,77.573244,Malleswaram,2024-08-26,medium,reported,,0,100,22000,702,49,94,18,35287
ISS-04199,water_leakage,12.916025,77.575905,JP Nagar,2024-01-22,high,verified,,0,91.0,16000,298,85,20,12,7861
ISS-04200,road_damage,12.998023,77.650721,Indiranagar,2024-09-15,low,in_progress,,0,69.6,15000,121,71,89,20,2617
ISS-04201,pothole,12.989692,77.636719,Indiranagar,2025-05-15,high,reported,,0,76.7,15000,736,43,43,5,23469
ISS-04202,flooding,12.983003,77.740878,Whitefield,2023-04-19,medium,verified,,0,64.5,12000,263,70,69,1,10904
ISS-04203,flooding,12.981897,77.519668,Vijayanagar,2023-05-14,low,in_progress,,0,100,18000,459,63,20,12,12840
ISS-04204,construction_hazard,12.962579,77.522435,Vijayanagar,2024-01-05,high,in_progress,,0,83.7,18000,284,68,92,28,14348
ISS-04205,road_damage,12.88711,77.603928,JP Nagar,2024-01-11,low,verified,,0,96.2,16000,310,81,26,30,12420
ISS-04206,water_leakage,12.96539,77.702228,Marathahalli,2023-06-09,critical,reported,,49.7,84.5,16000,521,90,43,17,21010
ISS-04207,flooding,12.945772,77.715902,Marathahalli,2024-10-18,high,in_progress,,18.7,84.2,16000,459,60,32,23,13455
ISS-04208,road_damage,12.917119,77.62777,Koramangala,2025-01-04,medium,verified,,0,100,18000,219,62,69,28,9093
ISS-04209,pothole,12.948028,77.703003,Marathahalli,2024-08-28,high,in_progress,,67.1,89.3,16000,581,51,29,6,21154
ISS-04210,water_leakage,13.012123,77.552363,Malleswaram,2024-01-31,critical,resolved,2,0,100,22000,286,82,75,0,9385
ISS-04211,pothole,12.923157,77.580151,Jayanagar,2024-11-19,medium,verified,,0,97.0,20000,102,49,79,27,3315
ISS-04212,streetlight,12.991161,77.585403,Malleswaram,2023-11-07,medium,resolved,8,78.5,100,22000,1072,84,83,11,22603
ISS-04213,open_manhole,12.904843,77.622847,BTM Layout,2024-10-29,medium,in_progress,,40.5,80.3,17000,243,77,60,8,7255
ISS-04214,construction_hazard,12.983667,77.755021,Whitefield,2024-06-23,medium,resolved,31,77.0,71.9,12000,269,89,81,5,6255
ISS-04215,road_damage,13.090161,77.607685,Yelahanka,2023-05-27,critical,in_progress,,0,31.3,8000,210,84,68,14,10704
ISS-04216,water_leakage,12.904018,77.659487,HSR Layout,2024-01-25,low,resolved,41,0,61.5,14000,695,78,60,23,17109
ISS-04217,garbage,12.896929,77.568253,JP Nagar,2023-07-29,low,verified,,67.9,70.5,16000,122,72,62,3,2294
ISS-04218,construction_hazard,13.020599,77.602968,Hebbal,2023-10-17,high,verified,,0,51.7,11000,441,84,30,23,14045
ISS-04219,road_damage,12.889008,77.649406,HSR Layout,2023-09-27,critical,resolved,5,15.6,86.6,14000,950,58,75,28,38059
ISS-04220,flooding,12.955651,77.743434,Whitefield,2023-04-04,medium,resolved,47,0,78.5,12000,329,61,96,7,17054
ISS-04221,streetlight,12.95502,77.734094,Whitefield,2024-04-18,medium,resolved,7,0,76.7,12000,339,64,83,13,5261
ISS-04222,pothole,12.918383,77.616685,Koramangala,2023-09-24,high,in_progress,,0,100,18000,410,89,56,2,4153
ISS-04223,water_leakage,12.963424,77.690901,Marathahalli,2025-01-24,high,reported,,0,88.8,16000,991,65,62,1,17942
ISS-04224,flooding,12.980432,77.659738,Indiranagar,2025-01-02,high,verified,,0,92.7,15000,1018,59,58,27,59366
ISS-04225,open_manhole,12.974763,77.731865,Whitefield,2025-05-02,low,in_progress,,0,58.8,12000,449,51,73,25,6239
ISS-04226,streetlight,12.901951,77.629046,HSR Layout,2024-07-25,low,reported,,0,76.2,14000,96,62,74,6,4384
ISS-04227,flooding,12.912127,77.642779,HSR Layout,2023-01-31,low,reported,,0,84.7,14000,535,41,26,26,7230
ISS-04228,pothole,12.968117,77.683783,Marathahalli,2023-04-23,high,verified,,0,83.8,16000,227,42,43,17,12253
ISS-04229,construction_hazard,12.973998,77.638302,Indiranagar,2023-07-17,medium,resolved,21,0,79.2,15000,726,75,62,15,39138
ISS-04230,road_damage,13.005865,77.556402,Rajajinagar,2024-08-29,medium,in_progress,,28.5,95.0,19000,728,59,93,23,29202
ISS-04231,streetlight,12.918002,77.630271,Koramangala,2023-03-21,high,reported,,0,100,18000,175,89,35,6,9408
ISS-04232,garbage,12.997639,77.548754,Rajajinagar,2025-05-06,low,resolved,39,0,98.4,19000,735,69,47,20,18940
ISS-04233,construction_hazard,12.947857,77.584763,Jayanagar,2025-02-26,low,verified,,0,94.5,20000,566,46,89,6,7616
ISS-04234,road_damage,12.888047,77.590607,JP Nagar,2024-03-13,low,reported,,0,70.3,16000,337,46,93,9,18819
ISS-04235,garbage,12.831323,77.674812,Electronic City,2024-08-30,medium,reported,,71.0,39.3,9000,381,84,24,13,11148
ISS-04236,road_damage,13.004975,77.572346,Rajajinagar,2025-05-03,medium,resolved,29,0,100,19000,125,60,33,16,1555
ISS-04237,road_damage,12.897274,77.609743,BTM Layout,2024-09-13,medium,verified,,45.6,91.4,17000,588,53,37,26,18620
